,trigger_video_id,trigger_title,trigger_category,mental_health_aspects,binge_trigger_count
1094,4270,Premika Ne Pyar Se,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",13
1095,4266,O Mere Khuda,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",13
1096,4227,😭I can’t help it,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",13
1097,4202,Accurate💀,Reviews,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness']",13
1098,4154,Aap Jaisa Koi,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",13
1099,4122,Where'd U Go (with Said the Sky),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",13
1100,4112,KR$NA - NO CAP (OFFICIAL VIDEO) | KALAMKAAR,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'social anxiety and relationships']",13
1101,4110,Hass Hass (Official Video) Diljit X Sia,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",13
1102,4092,Husn (Re-imagined),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",13
1103,4084,Ishq Di Baajiyaan,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",13
1104,5502,What about you guys??#2025,Technology,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'social anxiety and relationships']",12
1105,5412,She was NERVOUS 😳 #trending #funny,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'anxiety and stress management', 'social anxiety and relationships']",12
1106,5332,Zindagi Tere Naam,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1107,5268,people just can't see someone's happiness 💔 #triggeredinsaan #ruchikarathore #shortfeed #shorts,Shorts,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness', 'social anxiety and relationships']",12
1108,5243,Gta tips and tricks fails 😂#shreemanlegendlive #shreemanlegend,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",12
1109,5195,How do you know I didn’t buy this badge over the Internet? #movie #shorts,Shorts,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'anxiety and stress management', 'social anxiety and relationships']",12
1110,5079,Seedhe Maut Krsna 🔥#Shorts,Shorts,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1111,5050,"""WTF was that Samay? "" 😂",Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'sleep and mental wellness', 'social anxiety and relationships']",12
1112,5049,KR$NA in India's got latent with Samay Raina #Shorts,Shorts,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1113,4995,Tumse juda hoke hum tabah ho gaye 😣 || #shortsviral #bollywood ||,Shorts,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",12
1114,4985,The Curious Fool,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'social anxiety and relationships']",12
1115,4914,No Love (Official Audio) - Shubh,Podcast,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'social anxiety and relationships']",12
1116,4883,Everyone has that one friend,Reviews,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'social anxiety and relationships']",12
1117,4838,Raanjhanaa,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1118,4829,Hanuman Gatha,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1119,4773,Trying to beat this impossible filter,Reviews,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'anxiety and stress management']",12
1120,4753,Chunkz Is Clutch On Guess Who 🧠,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",12
1121,4673,I’d like to splash Joey🤣💦 |Friends #shortsfeed #shorts,Shorts,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'social anxiety and relationships']",12
1122,4662,F.R.I.E.N.D.S || Chandler: Just Some Crazy Guy Who Roams The Halls Here. #shorts #friends #funny,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'depression and emotional support', 'social anxiety and relationships']",12
1123,4640,"Tu Hain Toh (From ""Mr. And Mrs. Mahi"")",Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1124,4632,"Ishq (From ""Lost;Found"")",Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1125,4598,Kahani Suno 2.0,Technology,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1126,4596,Ishqan De Rog (Lofi),Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1127,4580,Le Aaunga,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1128,4548,Halka Halka Full Video | FANNEY KHAN | Aishwarya Rai Bachchan | Rajkummar Rao | Amit Trivedi,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support']",12
1129,4502,"Uyi Amma (From ""Azaad"")",Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness']",12
1130,4472,Halka Halka Full Video | FANNEY KHAN | Aishwarya Rai Bachchan | Rajkummar Rao | Amit Trivedi,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support']",12
1131,4416,Aaj Kal Zindagi,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1132,4394,"We have a tournament later today:
https://lichess.org/tournament/fFkE50tt

PS: This is a unique tournament that DOES NOT start from the normal position. Instead, we’ll begin from a special endgame position that will remain a surprise until the tournament starts!",Gaming,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",12
1133,4380,Chokra Jawaan,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1134,4374,"Uyi Amma (From ""Azaad"")",Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness']",12
1135,4365,Bure Bure Boro Boro,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'social anxiety and relationships']",12
1136,4321,"Uyi Amma (From ""Azaad"")",Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness']",12
1137,4313,Ishq Jaisa Kuch,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'social anxiety and relationships']",12
1138,4306,BALAM PICHKARI,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support']",12
1139,4284,"Naah Goriye (From ""Bala"")",Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1140,4191,"Tu Hain Toh (From ""Mr. And Mrs. Mahi"")",Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1141,4176,Gulabi Sadi,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1142,4160,"Uyi Amma (From ""Azaad"")",Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness']",12
1143,4143,"Haan Ke Haan (From ""Maharaj"")",Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1144,4096,Alag Aasmaan,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1145,4089,Pasoori,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1146,4072,"Haan Ke Haan (From ""Maharaj"")",Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1147,4018,ZEN MAHJONG |,Tutorial,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness']",12
1148,3978,#sirshaq,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1149,3824,ZEN MAHJONG |,Tutorial,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness']",12
1150,3736,She know?🤷🏻‍♀️👀 #leonor_de_borbón #leonordeborbon #spanishroyalfamily #fypシ゚viral 🇪🇸,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'social anxiety and relationships']",12
1151,3616,#techburner Made Huge Mistake 🥵 #shorts @techburner,Shorts,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'anxiety and stress management', 'sleep and mental wellness']",12
1152,3575,I want a like from every indian 🇮🇳,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'social anxiety and relationships']",12
1153,3545,IM NOT EVEN GONNA SAY ANYTHING! WHAT! 🫨,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",12
1154,3534,don't miss to see this in Hampi #shorts,Shorts,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness']",12
1155,3505,Shish Nawata Hoon,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'social anxiety and relationships']",12
1156,3502,Ashutosh Shashank Shekhar,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'anxiety and stress management']",12
1157,3478,Abhi Kuch Dino Se,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'social anxiety and relationships']",12
1158,3450,SAHIBA BALI ON KULLU AND SAMAY|PODCAST|,Podcast,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1159,3447,Bro upgraded 🤯,Technology,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'social anxiety and relationships']",12
1160,3425,Ishq Sufiyana,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness']",12
1161,3424,Zindagi Tere Naam,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1162,3369,PATAKHA GUDDI,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support']",12
1163,3339,"Uyi Amma (From ""Azaad"")",Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'depression and emotional support', 'sleep and mental wellness']",12
1164,3267,Shukran Allah,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1165,3261,Tose Naina Trending Version,Technology,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1166,3248,Chand Sifarish,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1167,3246,Zehen X Saajna,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1168,3245,Nain Ta Heere,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1169,3225,i only have 0.1s to guess both places,Podcast,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'anxiety and stress management']",12
1170,3196,Vallo Vallo,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1171,3195,Vallo Vallo,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1172,3193,Gori Radha Ne Kalo Kaan - Wrong Side Raju | Pratik Gandhi Kimberley Louisa McBeath | Kirtidan Gadhvi,Podcast,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'social anxiety and relationships']",12
1173,3186,Shaayraana,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",12
1174,3171,"Haan Ke Haan (From ""Maharaj"")",Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'social anxiety and relationships']",12
1175,3138,Just do what he says!!!,Podcast,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'anxiety and stress management', 'social anxiety and relationships']",12
1176,3082,Mann Ki Lagan,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'anxiety and stress management']",12
